"Woonplaatsen in Nederland 2015"
"Onderwerpen";"Woonplaatscode";"Gemeente";"Gemeente";"Provincie";"Provincie";"Landsdeel";"Landsdeel"
"Numansdorp";"2372";"Cromstrijen";"GM0611";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Nunhem";"2954";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Nunspeet";"2982";"Nunspeet";"GM0302";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Nuth";"2358";"Nuth";"GM0951";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Nutter";"1411";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Obbicht";"2817";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Obdam";"1187";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ochten";"1097";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Odijk";"2604";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Odiliapeel";"1849";"Uden";"GM0856";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Odoorn";"1798";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Odoornerveen";"1799";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oeffelt";"1219";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oegstgeest";"2744";"Oegstgeest";"GM0579";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oene";"1347";"Epe";"GM0232";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oentsjerk";"2443";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Oever";"1489";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Offingawier";"3506";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ohé en Laak";"1923";"Maasgouw";"GM1641";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oijen";"3470";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oirlo";"3604";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oirsbeek";"2101";"Schinnen";"GM0962";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oirschot";"1207";"Oirschot";"GM0823";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oisterwijk";"2646";"Oisterwijk";"GM0824";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Okkenbroek";"2859";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Olburgen";"1529";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oldeberkoop";"1762";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldebroek";"3071";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oldeholtpade";"1731";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldeholtwolde";"1732";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldehove";"2124";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldekerk";"2179";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldelamer";"1733";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldemarkt";"2707";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oldenzaal";"1668";"Oldenzaal";"GM0173";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oldenzijl";"3476";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldeouwer";"2498";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldetrijne";"1734";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Olst";"1379";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Olterterp";"3353";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ommel";"2930";"Asten";"GM0743";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ommen";"2546";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Ommeren";"3381";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Onderdendam";"2831";"Bedum";"GM0005";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Onna";"2708";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Onnen";"1269";"Haren";"GM0017";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Onstwedde";"3076";"Stadskanaal";"GM0037";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ooij";"2877";"Groesbeek";"GM0241";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ooltgensplaat";"2133";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oost West en Middelbeers";"1208";"Oirschot";"GM0823";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oostburg";"2960";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostdijk";"3464";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oosteind";"2957";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oosterbeek";"2990";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterbierum";"1375";"Franekeradeel";"GM0070";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterblokker";"1509";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosterend";"2742";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosterend";"2614";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterhesselen";"2160";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oosterhout";"1869";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterhout";"3596";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oosterland";"2683";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oosterleek";"1510";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosternieland";"3477";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oosternijkerk";"3407";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterstreek";"1735";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterwijk";"2274";"Leerdam";"GM0545";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oosterwijtwerd";"3451";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oosterwolde";"1763";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterwolde Gld";"3072";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterzee";"2246";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oost-Graftdijk";"3554";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosthem";"2415";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosthuizen";"1841";"Zeevang";"GM0478";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostkapelle";"2781";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostknollendam";"2285";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostrum";"3605";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oostrum";"3408";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oost-Souburg";"1076";"Vlissingen";"GM0718";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostvoorne";"1209";"Westvoorne";"GM0614";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oostwold";"1898";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oostwold";"2344";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oostwoud";"3567";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostzaan";"2113";"Oostzaan";"GM0431";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ootmarsum";"1412";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Opeinde";"3285";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Opende";"2180";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ophemert";"3364";"Neerijnen";"GM0304";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Opheusden";"1098";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Opijnen";"3365";"Neerijnen";"GM0304";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oploo";"2082";"Sint Anthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Opmeer";"2791";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oppenhuizen";"2416";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Opperdoes";"3155";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oranje";"3019";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oranjewoud";"2189";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Orvelte";"3020";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Ospel";"2038";"Nederweert";"GM0946";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oss";"3249";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ossendrecht";"1002";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ossenisse";"3102";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ossenwaard";"2842";"Vianen";"GM0620";"Utrecht";"PV26";"West-Nederland";"LD03"
"Ossenzijl";"2709";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oterleek";"1888";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Otterlo";"2767";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ottersum";"2480";"Gennep";"GM0907";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ottoland";"1984";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud Ade";"3540";"Kaag en Braassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud Annerveen";"1175";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oud Gastel";"1248";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oud Ootmarsum";"1413";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oud Zuilen";"2066";"Stichtse Vecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Oud-Alblas";"1985";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud-Beijerland";"2793";"Oud-Beijerland";"GM0584";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ouddorp";"2932";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oude Meer";"1599";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude Niedorp";"2519";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude Pekela";"1397";"Pekela";"GM0765";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oude Wetering";"3039";"Kaag en Braassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oude Willem";"3117";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oudebildtzijl";"3328";"het Bildt";"GM0063";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"1680";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"2417";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"3286";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudehaske";"3522";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudehorne";"2195";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudelande";"1261";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oudemirdum";"1681";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudemolen";"1320";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudemolen";"2917";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oudenbosch";"1246";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudendijk";"1188";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudenhoorn";"1388";"Nissewaard";"GM1930";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ouderkerk aan de Amstel";"2129";"Ouder-Amstel";"GM0437";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ouderkerk aan den IJssel";"2373";"Krimpenerwaard";"GM1931";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oudeschans";"2233";"Bellingwedde";"GM0007";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudeschild";"2743";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudeschip";"3478";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudeschoot";"2188";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudesluis";"2763";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude-Tonge";"2134";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oudewater";"1910";"Oudewater";"GM0589";"Utrecht";"PV26";"West-Nederland";"LD03"
"Oudezijl";"1423";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudheusden";"3519";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudkarspel";"1119";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudkarspel";"3290";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudorp";"2350";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oud-Vossemeer";"2077";"Tholen";"GM0716";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oudwoude";"3313";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ouwerkerk";"2684";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ouwsterhaule";"2500";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ouwster-Nijega";"2501";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Overasselt";"3496";"Heumen";"GM0252";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Overberg";"3588";"Utrechtse Heuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Overdinkel";"1715";"Losser";"GM0168";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Overlangel";"3263";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Overloon";"1220";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Overschild";"1354";"Slochteren";"GM0040";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Overslag";"1132";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Overveen";"2653";"Bloemendaal";"GM0377";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ovezande";"1262";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Paasloo";"2710";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Paesens";"3409";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pannerden";"2979";"Rijnwaarden";"GM0196";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Panningen";"3443";"Peel en Maas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Papekop";"1911";"Oudewater";"GM0589";"Utrecht";"PV26";"West-Nederland";"LD03"
"Papendrecht";"1477";"Papendrecht";"GM0590";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Papenhoven";"2818";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Papenvoort";"1176";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Parrega";"2319";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Paterswolde";"2910";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peest";"1645";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peins";"1368";"Franekeradeel";"GM0070";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Peize";"1646";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peperga";"1736";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pernis Rotterdam";"3085";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Persingen";"2878";"Groesbeek";"GM0241";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Pesse";"3118";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Pesse";"1818";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Petten";"2761";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Philippine";"1133";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Piaam";"2320";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Piershil";"2888";"Korendijk";"GM0588";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Pieterburen";"3423";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Pietersbierum";"1374";"Franekeradeel";"GM0070";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pieterzijl";"2125";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Pijnacker";"1141";"Pijnacker-Nootdorp";"GM1926";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Pingjum";"2321";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Plasmolen";"2804";"Mook en Middelaar";"GM0944";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Poederoijen";"2635";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Poeldijk";"2661";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"De Pol";"2698";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Polsbroek";"1962";"Lopik";"GM0331";"Utrecht";"PV26";"West-Nederland";"LD03"
"Poortugaal";"2363";"Albrandswaard";"GM0613";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Poortvliet";"2072";"Tholen";"GM0716";"Zeeland";"PV29";"West-Nederland";"LD03"
"Poppenwier";"2533";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ten Post";"1830";"Ten Boer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Posterholt";"2593";"Roerdalen";"GM1669";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Prinsenbeek";"1705";"Breda";"GM0758";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Puiflijk";"2906";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Punt";"2915";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Punthorst";"1049";"Staphorst";"GM0180";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Purmer";"1946";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmer";"1749";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmerend";"3103";"Purmerend";"GM0439";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmerland";"1330";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Puth";"2102";"Schinnen";"GM0962";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Putte";"1003";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Putten";"3580";"Putten";"GM0273";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Puttershoek";"2384";"Binnenmaas";"GM0585";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Raalte";"1491";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Raamsdonk";"1752";"Geertruidenberg";"GM0779";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Raamsdonksveer";"1750";"Geertruidenberg";"GM0779";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Raard";"3410";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Radewijk";"1559";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Radio Kootwijk";"3563";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Raerd";"2534";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Randwijk";"1870";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ransdaal";"1854";"Voerendaal";"GM0986";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Rasquert";"2470";"Winsum";"GM0053";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ravenstein";"3254";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ravenswaaij";"3382";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ravenswoud";"1764";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Readtsjerk";"3272";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reahûs";"2028";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reduzum";"2535";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reek";"1852";"Landerd";"GM1685";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Reeuwijk";"2476";"Bodegraven-Reeuwijk";"GM1901";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Reijmerstok";"1227";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Reitsum";"3209";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Rekken";"1663";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Renesse";"2685";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Renkum";"2991";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Renswoude";"2141";"Renswoude";"GM0339";"Utrecht";"PV26";"West-Nederland";"LD03"
"Ressen";"3137";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Retranchement";"2970";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Reusel";"1877";"Reusel-De Mierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Reutum";"1293";"Tubbergen";"GM0183";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Reuver";"1949";"Beesel";"GM0889";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Rha";"1528";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rheden";"1501";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rhee";"2393";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Rheeze";"1560";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Rheezerveen";"1561";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Rhenen";"1399";"Rhenen";"GM0340";"Utrecht";"PV26";"West-Nederland";"LD03"
"Rhenoy";"3528";"Geldermalsen";"GM0236";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rhoon";"2362";"Albrandswaard";"GM0613";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ridderkerk";"2562";"Ridderkerk";"GM0597";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ried";"1370";"Franekeradeel";"GM0070";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Riel";"2881";"Goirle";"GM0785";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rien";"2029";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Riethoven";"1459";"Bergeijk";"GM1724";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rietmolen";"1657";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rijen";"2070";"Gilze en Rijen";"GM0784";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rijkevoort";"1221";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rijkevoort-De Walsert";"2087";"Sint Anthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
